edmonton-A1,2011-01-06,gr,-07
edmonton-A1,2011-01-18,gr,-07
edmonton-A1,2011-01-28,gr,-07
edmonton-A1,2011-02-09,gr,-07
edmonton-A1,2011-02-22,gr,-07
edmonton-A1,2011-03-04,gr,-07
edmonton-A1,2011-03-11,gr,-07
edmonton-A1,2011-03-18,gr,-06
edmonton-A1,2011-03-25,gr,-07
edmonton-A1,2011-04-01,gr,-07
edmonton-A1,2011-04-08,gr,-07
edmonton-A1,2011-04-15,gr,-07
edmonton-A1,2011-04-26,gr,-07
edmonton-A1,2011-05-03,gr,-07
edmonton-A1,2011-05-10,gr,-07
edmonton-A1,2011-05-17,gr,-07
edmonton-A1,2011-05-25,gr,-07
edmonton-A2,2011-01-07,gr,-07
edmonton-A2,2011-01-19,gr,-07
edmonton-A2,2011-01-31,gr,-07
edmonton-A2,2011-02-10,gr,-07
edmonton-A2,2011-02-23,gr,-07
edmonton-A2,2011-03-04,gr,-07
edmonton-A2,2011-03-11,gr,-07
edmonton-A2,2011-03-18,gr,-06
edmonton-A2,2011-03-25,gr,-06
edmonton-A2,2011-04-01,gr,-06
edmonton-A2,2011-04-08,gr,-06
edmonton-A2,2011-04-15,gr,-06
edmonton-A2,2011-04-26,gr,-06
edmonton-A2,2011-05-03,gr,-06
edmonton-A2,2011-05-10,gr,-06
edmonton-A2,2011-05-17,gr,-06
edmonton-A2,2011-05-25,gr,-06
edmonton-B2,2011-01-07,gr,-07
edmonton-B2,2011-01-19,gr,-07
edmonton-B2,2011-01-31,gr,-07
edmonton-B2,2011-02-10,gr,-07
edmonton-B2,2011-02-23,gr,-07
edmonton-B2,2011-03-07,gr,-07
edmonton-B2,2011-03-14,gr,-06
edmonton-B2,2011-03-21,gr,-06
edmonton-B2,2011-03-28,gr,-06
edmonton-B2,2011-04-04,gr,-06
edmonton-B2,2011-04-11,gr,-06
edmonton-B2,2011-04-18,gr,-06
edmonton-B2,2011-04-27,gr,-06
edmonton-B2,2011-05-04,gr,-06
edmonton-B2,2011-05-11,gr,-06
edmonton-B2,2011-05-18,gr,-06
edmonton-B2,2011-05-26,gr,-06
edmonton-B3,2011-01-10,gr,-07
edmonton-B3,2011-01-20,gr,-07
edmonton-B3,2011-02-01,gr,-07
edmonton-B3,2011-02-11,gr,-07
edmonton-B3,2011-02-24,gr,-07
edmonton-B3,2011-03-07,gr,-07
edmonton-B3,2011-03-14,gr,-06
edmonton-B3,2011-03-21,gr,-06
edmonton-B3,2011-03-28,gr,-06
edmonton-B3,2011-04-04,gr,-06
edmonton-B3,2011-04-11,gr,-06
edmonton-B3,2011-04-18,gr,-06
edmonton-B3,2011-04-27,gr,-06
edmonton-B3,2011-05-04,gr,-06
edmonton-B3,2011-05-11,gr,-06
edmonton-B3,2011-05-18,gr,-06
edmonton-B3,2011-05-26,gr,-06
edmonton-B4,2011-01-11,gr,-07
edmonton-B4,2011-01-21,gr,-07
edmonton-B4,2011-02-02,gr,-07
edmonton-B4,2011-02-14,gr,-07
edmonton-B4,2011-02-25,gr,-07
edmonton-B4,2011-03-07,gr,-07
edmonton-B4,2011-03-14,gr,-06
edmonton-B4,2011-03-21,gr,-06
edmonton-B4,2011-03-28,gr,-06
edmonton-B4,2011-04-04,gr,-06
edmonton-B4,2011-04-11,gr,-06
edmonton-B4,2011-04-18,gr,-06
edmonton-B4,2011-04-27,gr,-06
edmonton-B4,2011-05-04,gr,-06
edmonton-B4,2011-05-11,gr,-06
edmonton-B4,2011-05-18,gr,-06
edmonton-B4,2011-05-26,gr,-06
edmonton-C4,2011-01-11,gr,-07
edmonton-C4,2011-01-21,gr,-07
edmonton-C4,2011-02-02,gr,-07
edmonton-C4,2011-02-14,gr,-07
edmonton-C4,2011-02-25,gr,-07
edmonton-C4,2011-03-08,gr,-07
edmonton-C4,2011-03-15,gr,-06
edmonton-C4,2011-03-22,gr,-06
edmonton-C4,2011-03-29,gr,-06
edmonton-C4,2011-04-05,gr,-06
edmonton-C4,2011-04-12,gr,-06
edmonton-C4,2011-04-19,gr,-06
edmonton-C4,2011-04-28,gr,-06
edmonton-C4,2011-05-05,gr,-06
edmonton-C4,2011-05-12,gr,-06
edmonton-C4,2011-05-19,gr,-06
edmonton-C4,2011-05-27,gr,-06
edmonton-C5,2011-01-12,gr,-07
edmonton-C5,2011-01-24,gr,-07
edmonton-C5,2011-02-03,gr,-07
edmonton-C5,2011-02-15,gr,-07
edmonton-C5,2011-02-28,gr,-07
edmonton-C5,2011-03-08,gr,-07
edmonton-C5,2011-03-15,gr,-06
edmonton-C5,2011-03-22,gr,-06
edmonton-C5,2011-03-29,gr,-06
edmonton-C5,2011-04-05,gr,-06
edmonton-C5,2011-04-12,gr,-06
edmonton-C5,2011-04-19,gr,-06
edmonton-C5,2011-04-28,gr,-06
edmonton-C5,2011-05-05,gr,-06
edmonton-C5,2011-05-12,gr,-06
edmonton-C5,2011-05-19,gr,-06
edmonton-C5,2011-05-27,gr,-06
edmonton-D5,2011-01-04,gr,-07
edmonton-D5,2011-01-12,gr,-07
edmonton-D5,2011-01-24,gr,-07
edmonton-D5,2011-02-03,gr,-07
edmonton-D5,2011-02-15,gr,-07
edmonton-D5,2011-02-28,gr,-07
edmonton-D5,2011-03-09,gr,-07
edmonton-D5,2011-03-16,gr,-06
edmonton-D5,2011-03-23,gr,-06
edmonton-D5,2011-03-30,gr,-06
edmonton-D5,2011-04-06,gr,-06
edmonton-D5,2011-04-13,gr,-06
edmonton-D5,2011-04-20,gr,-06
edmonton-D5,2011-04-29,gr,-06
edmonton-D5,2011-05-06,gr,-06
edmonton-D5,2011-05-13,gr,-06
edmonton-D5,2011-05-20,gr,-06
edmonton-D5,2011-05-30,gr,-06
edmonton-D6,2011-01-04,gr,-07
edmonton-D6,2011-01-13,gr,-07
edmonton-D6,2011-01-25,gr,-07
edmonton-D6,2011-02-04,gr,-07
edmonton-D6,2011-02-16,gr,-07
edmonton-D6,2011-03-01,gr,-07
edmonton-D6,2011-03-09,gr,-07
edmonton-D6,2011-03-16,gr,-06
edmonton-D6,2011-03-23,gr,-06
edmonton-D6,2011-03-30,gr,-06
edmonton-D6,2011-04-06,gr,-06
edmonton-D6,2011-04-13,gr,-06
edmonton-D6,2011-04-20,gr,-06
edmonton-D6,2011-04-29,gr,-06
edmonton-D6,2011-05-06,gr,-06
edmonton-D6,2011-05-13,gr,-06
edmonton-D6,2011-05-20,gr,-06
edmonton-D6,2011-05-30,gr,-06
edmonton-D7,2011-01-04,gr,-07
edmonton-D7,2011-01-14,gr,-07
edmonton-D7,2011-01-26,gr,-07
edmonton-D7,2011-02-07,gr,-07
edmonton-D7,2011-02-17,gr,-07
edmonton-D7,2011-03-02,gr,-07
edmonton-D7,2011-03-09,gr,-07
edmonton-D7,2011-03-16,gr,-06
edmonton-D7,2011-03-23,gr,-06
edmonton-D7,2011-03-30,gr,-06
edmonton-D7,2011-04-06,gr,-06
edmonton-D7,2011-04-13,gr,-06
edmonton-D7,2011-04-20,gr,-06
edmonton-D7,2011-04-29,gr,-06
edmonton-D7,2011-05-06,gr,-06
edmonton-D7,2011-05-13,gr,-06
edmonton-D7,2011-05-20,gr,-06
edmonton-D7,2011-05-30,gr,-06
edmonton-E7,2011-01-05,gr,-07
edmonton-E7,2011-01-14,gr,-07
edmonton-E7,2011-01-26,gr,-07
edmonton-E7,2011-02-07,gr,-07
edmonton-E7,2011-02-17,gr,-07
edmonton-E7,2011-03-02,gr,-07
edmonton-E7,2011-03-10,gr,-07
edmonton-E7,2011-03-17,gr,-06
edmonton-E7,2011-03-24,gr,-06
edmonton-E7,2011-03-31,gr,-06
edmonton-E7,2011-04-07,gr,-06
edmonton-E7,2011-04-14,gr,-06
edmonton-E7,2011-04-21,gr,-06
edmonton-E7,2011-05-02,gr,-06
edmonton-E7,2011-05-09,gr,-06
edmonton-E7,2011-05-16,gr,-06
edmonton-E7,2011-05-24,gr,-06
edmonton-E7,2011-05-31,gr,-06
edmonton-E8,2011-01-05,gr,-07
edmonton-E8,2011-01-17,gr,-07
edmonton-E8,2011-01-27,gr,-07
edmonton-E8,2011-02-08,gr,-07
edmonton-E8,2011-02-18,gr,-07
edmonton-E8,2011-03-03,gr,-07
edmonton-E8,2011-03-10,gr,-07
edmonton-E8,2011-03-17,gr,-06
edmonton-E8,2011-03-24,gr,-06
edmonton-E8,2011-03-31,gr,-06
edmonton-E8,2011-04-07,gr,-06
edmonton-E8,2011-04-14,gr,-06
edmonton-E8,2011-04-21,gr,-06
edmonton-E8,2011-05-02,gr,-06
edmonton-E8,2011-05-09,gr,-06
edmonton-E8,2011-05-16,gr,-06
edmonton-E8,2011-05-24,gr,-06
edmonton-E8,2011-05-31,gr,-06
